time,target_Q,Q,WHP,FLP,BHP,choke,status,method,solve_time_ms,solver_iters,active_limit,is_safe,violation
41,70,69.782012038632,1922.3055493625518,491.1086837859197,2325.601597116503,73.5,OK,BRUTE_FORCE,13.6,21,,True,
42,70,69.8673444286404,1923.0050071131998,493.47804431130277,2329.926136121335,74.0,OK,BRUTE_FORCE,15.8,21,,True,
43,70,69.91179874304389,1924.359288780673,492.87270708976735,2335.173349876015,74.0,OK,BRUTE_FORCE,16.4,21,,True,
44,70,70.10430999681796,1920.7884875016332,491.7322483349715,2328.1518710519895,74.0,OK,BRUTE_FORCE,13.2,21,,True,
45,70,69.69742580576856,1925.7419462546227,492.3243864566879,2327.3835535156286,73.5,OK,BRUTE_FORCE,13.5,21,,True,
46,70,69.74642280016755,1918.0165491291436,493.8614676548816,2328.583306600506,74.5,OK,BRUTE_FORCE,13.9,21,,True,
47,70,70.18268717593803,1916.9595032823338,495.7632481594771,2326.035826616677,74.5,OK,BRUTE_FORCE,17.0,21,,True,
48,70,69.60023204061123,1923.8194957104508,492.42347299370897,2322.8698584109866,73.5,OK,BRUTE_FORCE,15.9,21,,True,
49,70,70.15825943874519,1920.7693176017408,496.3963602464825,2328.24460855284,74.5,OK,BRUTE_FORCE,14.4,21,,True,
50,70,69.41832055005531,1922.5488469455888,492.864815020526,2327.985361385247,73.5,OK,BRUTE_FORCE,13.4,21,,True,
51,70,70.34319282654553,1923.2289209584585,497.28845604945633,2327.4890720121025,75.0,OK,BRUTE_FORCE,14.0,21,,True,
52,70,70.18669953449691,1924.1065656858495,492.17280388665154,2328.0060345474367,73.5,OK,BRUTE_FORCE,14.4,21,,True,
53,70,69.52456168348529,1924.667469260919,490.65552492193353,2327.151000585827,73.5,OK,BRUTE_FORCE,14.5,21,,True,
54,70,70.69083078883025,1917.6051727297997,495.4836437764938,2320.6783468283015,74.5,OK,BRUTE_FORCE,13.4,21,,True,
55,70,69.50535835110993,1928.395622083777,490.3332599108505,2324.6448238287435,73.0,OK,BRUTE_FORCE,13.0,21,,True,
56,70,69.7271064375503,1922.0053001478548,492.976460089533,2326.8606416355187,74.5,OK,BRUTE_FORCE,15.5,21,,True,
57,70,70.10274892204022,1918.0830721150865,498.56631622273056,2326.922457008185,74.5,OK,BRUTE_FORCE,14.0,21,,True,
58,70,69.24315565415934,1923.9460432523847,491.29245465823476,2328.9566589258247,73.5,OK,BRUTE_FORCE,12.4,21,,True,
59,70,69.96046083398102,1917.1813114851989,497.253891947112,2326.6477516661607,75.0,OK,BRUTE_FORCE,14.4,21,,True,
