time,target_Q,Q,WHP,FLP,BHP,choke,status,method,solve_time_ms,solver_iters,active_limit,is_safe,violation
0,50,3.066720219316643,2747.3450308471192,203.94330836550702,3179.895402532218,5.0,OK,BRUTE_FORCE,6.7,11,,True,
1,50,7.5977411377244435,2680.4630302374817,205.92092528310675,3138.525735716703,10.0,OK,BRUTE_FORCE,15.9,21,,True,
2,50,13.036169063048519,2605.2652257928507,212.8509476406405,3090.4417362902423,15.0,OK,BRUTE_FORCE,15.5,21,,True,
3,50,18.083528857752277,2537.787567879627,226.4629561283109,3033.672173786946,20.0,OK,BRUTE_FORCE,16.4,21,,True,
4,50,24.234595058633246,2468.2917288646954,243.48754929424217,2975.65216371325,25.0,OK,BRUTE_FORCE,16.5,21,,True,
5,50,28.913622019674154,2402.75545044947,259.9571569973368,2921.2210526560066,30.0,OK,BRUTE_FORCE,17.3,21,,True,
6,50,33.99806915621353,2338.939403406594,281.3740868041815,2865.3397168065526,35.0,OK,BRUTE_FORCE,16.0,21,,True,
7,50,39.06755604363794,2277.466945500042,305.97603821615144,2796.307564734643,40.0,OK,BRUTE_FORCE,21.3,21,,True,
8,50,43.80721318567664,2218.682204632807,326.69197842559936,2741.935284184822,45.0,OK,BRUTE_FORCE,15.2,21,,True,
9,50,48.41442271994468,2167.309609016126,353.56516551808454,2683.4814343086828,50.0,OK,BRUTE_FORCE,14.5,21,,True,
10,50,49.56015530455118,2154.718045519389,357.9451210902459,2649.8228238990614,49.0,OK,BRUTE_FORCE,14.2,21,,True,
11,50,50.38377192422419,2159.9442944912653,355.60790235893865,2623.0327191267334,47.5,OK,BRUTE_FORCE,14.0,21,,True,
12,50,49.79148032396708,2172.8924094486497,352.0908683114075,2613.9694324388925,46.5,OK,BRUTE_FORCE,18.5,21,,True,
13,50,49.81260274938542,2171.0691548824307,351.2157880053553,2603.2871329801646,47.0,OK,BRUTE_FORCE,14.1,21,,True,
14,50,49.9555212761453,2171.1071777914844,349.1175650074363,2589.046810238879,47.0,OK,BRUTE_FORCE,14.4,21,,True,
15,50,50.36048406479047,2173.370923902761,350.6884438228067,2590.1281234564567,47.0,OK,BRUTE_FORCE,15.4,21,,True,
16,50,50.02106767193244,2173.923118428679,349.6446899693698,2589.310815205798,46.5,OK,BRUTE_FORCE,20.0,21,,True,
17,50,50.012630164798864,2174.851906611661,346.30868437992984,2583.9127147011063,47.0,OK,BRUTE_FORCE,13.5,21,,True,
18,50,50.104892653060155,2171.2611444580257,350.7545116925201,2573.1630873595923,47.0,OK,BRUTE_FORCE,17.4,21,,True,
19,50,50.04057724426587,2171.9802291262536,352.9599010920466,2575.9129741024417,47.0,OK,BRUTE_FORCE,18.4,21,,True,
20,50,49.877780868763374,2170.60355963203,352.15822636722663,2577.269745696147,47.0,OK,BRUTE_FORCE,16.5,21,,True,
21,50,49.96832595800832,2172.0966413232168,350.94476056994193,2578.343504202984,47.0,OK,BRUTE_FORCE,16.4,21,,True,
22,50,49.92010062572878,2170.8254286123633,350.2156557013038,2570.442793575716,47.0,OK,BRUTE_FORCE,14.5,21,,True,
23,50,50.221283904388144,2171.705231960101,350.81304601099305,2573.6979835833636,47.0,OK,BRUTE_FORCE,12.1,21,,True,
24,50,49.4958263934013,2174.252191807081,348.5914970599344,2573.2071738563845,46.5,OK,BRUTE_FORCE,12.5,21,,True,
25,70,51.844061998047735,2141.815911922056,368.5863277240796,2562.1606738875357,51.5,OK,BRUTE_FORCE,13.0,21,,True,
26,70,54.92285368697365,2096.8538281063848,386.0019177406288,2537.5228107373737,56.5,OK,BRUTE_FORCE,15.4,21,,True,
27,70,58.19981379387825,2054.682480259027,414.04956861384403,2508.0566762438198,61.5,OK,BRUTE_FORCE,12.0,21,,True,
28,70,61.59518354194118,2004.4087345616208,442.3134425565088,2475.1163613428967,66.5,OK,BRUTE_FORCE,13.1,21,,True,
29,70,65.21084520926266,1962.0199207623032,469.12621128784775,2432.332440638482,71.5,OK,BRUTE_FORCE,13.0,21,,True,
30,70,68.39408315742604,1926.169038472364,491.7971856526704,2397.747829425298,76.5,OK,BRUTE_FORCE,14.5,21,,True,
31,70,69.87016664088034,1908.6279259155258,499.7106517667415,2373.158646386558,76.5,OK,BRUTE_FORCE,14.0,21,,True,
32,70,69.5641052063074,1918.5193297261314,494.8817689219512,2364.168624939808,74.0,OK,BRUTE_FORCE,14.2,21,,True,
33,70,69.82465076741666,1917.518392880762,497.3003076601948,2345.1192183190597,74.5,OK,BRUTE_FORCE,14.0,21,,True,
34,70,70.06071206268821,1922.6424371310593,491.8641420617266,2342.829047447654,74.0,OK,BRUTE_FORCE,15.1,21,,True,
35,70,70.0368625841762,1922.7478699221565,491.8183858737274,2333.6447293211577,74.0,OK,BRUTE_FORCE,12.3,21,,True,
36,70,70.0986920473841,1922.3184168292921,493.84903289105534,2335.31041042344,74.0,OK,BRUTE_FORCE,13.4,21,,True,
37,70,69.57320711749806,1924.9522313869543,492.0990409076,2330.8637088485834,73.5,OK,BRUTE_FORCE,14.0,21,,True,
38,70,70.56656821523414,1920.9772044567828,492.7592522297863,2331.8442873641966,74.5,OK,BRUTE_FORCE,15.0,21,,True,
39,70,69.35973473130984,1927.896284612849,492.00538457893776,2328.5289627049224,73.0,OK,BRUTE_FORCE,12.5,21,,True,
40,70,70.38795029539483,1918.9890195134724,497.05695355364617,2333.0206155591422,75.0,OK,BRUTE_FORCE,14.1,21,,True,
